Title,Original Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Photographer,Editor,Publisher,Place of Publication,Date Published,Year Published,Original Date Published,Original Year Published,Edition,Genre,Summary,Guided Reading Level,Lexile Measure,Lexile Code,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,AR Level,AR Points,AR Quiz Number,Word Count,Number of Pages,Format,Audio Runtime,Dimensions,Weight,List Price,Language,Original Language,DDC,LCC,LCCN,OCLC,ISBN,Favorites,Rating,Physical Location,Status,Date Started,Date Finished,Current Page,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Quantity,Condition,Recommended By,Date Added,User Supplied ID,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Uploaded Image URL,Activities
The Power of Myth,,,,,Joseph Campbell,"Campbell, Joseph",,,,,,Anchor Books,,,1991,,,,Religion,"Finally available in a popularly priced, non-illustrated, smaller-format edition, which is ideal for the college market and general reader alike, this extraordinary best-seller is a brilliant evocation of the noted scholar's teachings on mythology.",,,,,,,,,,,293,,,,,,English,,,,,,9780385418867,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/08 17:13:19.509217977,,,,,,,cM5vDwAAQBAJ,H,0,,
The Power Of Point Of View,,Make Your Story Come To Life,,,Alicia Rasley,"Rasley, Alicia",,,,,,F+W Media,,2008/03/11,2008,,,,Reference,"Every Character Has a VoicePoint of view isn't just an element of storytelling–when chosen carefully and employed consistently in a work of fiction, it is the foundation of a captivating story.It's the character voice you can hear as clearly as your own. It's the unique worldview that intrigues readers–persuading them to empathize with your characters and invest in their tale. It's the masterful concealing and revealing of detail that keeps pages turning and plots fresh. It's the hidden agenda that makes narrators complicated and compelling.It's also something most writers struggle to understand. In The Power of Point of View, RITA Award-winning author Alicia Rasley first teaches you the fundamentals of point of view (POV)–who is speaking, why, and what options work best within the conventions of your chosen genre. Then, she takes you deeper to explain how POV functions as a crucial piece of your story–something that ultimately shapes and drives character, plot, and every other component of your fiction.Through comprehensive instruction and engaging exercises, you'll learn how to:choose a point of view that enhances your characters and plots and encourages reader involvementnavigate the levels of a character's point of view, from objective viewing to action to emotioncraft unusual perspectives, including children, animal narrators, and villainsA story changes depending on who's telling it, and The Power of Point of View will help you determine which of your characters can make your story come to life.",,,,,,,,,,,272,,,,,,English,,,,,,9781582975245,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/08 22:41:57.701020956,,,,,,,IQpPmQEACAAJ,N,0,,
The Power of Understanding People,,"The Key to Strengthening Relationships, Increasing Sales, and Enhancing Organizational Performance",,,Dave Mitchell,"Mitchell, Dave",,,,,,John Wiley & Sons,,2013/12/16,2013,,,,Business & Economics,"How to build lasting connections through meaningful communication  Developing successful relationships is critical to our success in both our personal and professional lives. The Power of Understanding People shows you how to establish and develop extremely effective relationships by providing you with techniques to better identify and understand the intrinsic needs of others. As a result, you will achieve better team dynamics, increased sales and client satisfaction, higher levels of employee engagement and performance, and even more satisfying marriages and friendships. This book provides the tools to understand others' unique communication style as well as your own. Get detailed advice on how to adjust to diverse communication styles, develop a unifying language for the organization, and better match motivational techniques to team members. Through storytelling and experiential exercises, author Dave Mitchell helps you gain insight into your own unique interaction style and teaches you how to communicate, motivate, sell, and service more successfully no matter the personality types involved.  Offers insight into the behavior cues and questions to ask to better understand someone's interactive preferences Explains how to enhance your sales efforts by better targeting your brand message to the client's style so that your products/services resonate with them more Examines strategies for creating a high performing work environment and achieve greater customer service excellence Contains conflict resolution strategies, including how to effectively work out differences within a team, between work units, with customers, and even in your personal life  Armed with the ability to interpret the behavior of the people around you, you will achieve greater levels of success at work and at home while also learning how to better handle the difficult situations involving people in your life.",,,,,,,,,,,208,,,,,,English,,,,,,9781118726839,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/08 15:36:52.743885993,,,,,,,SqITAgAAQBAJ,F,0,,
The Pragmatic Programmer,,From Journeyman to Master,,,Andrew Hunt,"Hunt, Andrew",,,,,,Addison-Wesley,,,2000,,,,Computer programming,"Straight from the programming trenches, The Pragmatic Programmer cuts through the increasing specialization and technicalities of modern software development to examine the core process--taking a requirement and producing working, maintainable code that delights its users. It covers topics ranging from personal responsibility and career development to architectural techniques for keeping your code flexible and easy to adapt and reuse. Read this book, and you'll learn how to   Fight software rot;   Avoid the trap of duplicating knowledge;   Write flexible, dynamic, and adaptable code;   Avoid programming by coincidence;   Bullet-proof your code with contracts, assertions, and exceptions;   Capture real requirements;   Test ruthlessly and effectively;   Delight your users;   Build teams of pragmatic programmers; and   Make your developments more precise with automation.   Written as a series of self-contained sections and filled with entertaining anecdotes, thoughtful examples, and interesting analogies, The Pragmatic Programmer illustrates the best practices and major pitfalls of many different aspects of software development. Whether you're a new coder, an experienced programmer, or a manager responsible for software projects, use these lessons daily, and you'll quickly see improvements in personal productivity, accuracy, and job satisfaction. You'll learn skills and develop habits and attitudes that form the foundation for long-term success in your career. You'll become a Pragmatic Programmer.",,,,,,,,,,,321,,,,,,,,,,,,9780201616224,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/09 10:30:12.838430047,,,,,,,,U,0,https://covers.openlibrary.org/b/id/7386133-L.jpg,
The Princeton Companion to Mathematics,,,,,"Timothy Gowers, June Barrow-Green, Imre Leader","Gowers, Timothy",,,,,,Princeton University Press,,2008/09/28,2008,,,,Mathematics,"This is a one-of-a-kind reference for anyone with a serious interest in mathematics. Edited by Timothy Gowers, a recipient of the Fields Medal, it presents nearly two hundred entries, written especially for this book by some of the world's leading mathematicians, that introduce basic mathematical tools and vocabulary; trace the development of modern mathematics; explain essential terms and concepts; examine core ideas in major areas of mathematics; describe the achievements of scores of famous mathematicians; explore the impact of mathematics on other disciplines such as biology, finance, and music--and much, much more.Unparalleled in its depth of coverage, The Princeton Companion to Mathematics surveys the most active and exciting branches of pure mathematics. Accessible in style, this is an indispensable resource for undergraduate and graduate students in mathematics as well as for researchers and scholars seeking to understand areas outside their specialties.Features nearly 200 entries, organized thematically and written by an international team of distinguished contributorsPresents major ideas and branches of pure mathematics in a clear, accessible styleDefines and explains important mathematical concepts, methods, theorems, and open problemsIntroduces the language of mathematics and the goals of mathematical researchCovers number theory, algebra, analysis, geometry, logic, probability, and moreTraces the history and development of modern mathematicsProfiles more than ninety-five mathematicians who influenced those working todayExplores the influence of mathematics on other disciplinesIncludes bibliographies, cross-references, and a comprehensive indexContributors incude:Graham Allan, Noga Alon, George Andrews, Tom Archibald, Sir Michael Atiyah, David Aubin, Joan Bagaria, Keith Ball, June Barrow-Green, Alan Beardon, David D. Ben-Zvi, Vitaly Bergelson, Nicholas Bingham, Béla Bollobás, Henk Bos, Bodil Branner, Martin R. Bridson, John P. Burgess, Kevin Buzzard, Peter J. Cameron, Jean-Luc Chabert, Eugenia Cheng, Clifford C. Cocks, Alain Connes, Leo Corry, Wolfgang Coy, Tony Crilly, Serafina Cuomo, Mihalis Dafermos, Partha Dasgupta, Ingrid Daubechies, Joseph W. Dauben, John W. Dawson Jr., Francois de Gandt, Persi Diaconis, Jordan S. Ellenberg, Lawrence C. Evans, Florence Fasanelli, Anita Burdman Feferman, Solomon Feferman, Charles Fefferman, Della Fenster, José Ferreirós, David Fisher, Terry Gannon, A. Gardiner, Charles C. Gillispie, Oded Goldreich, Catherine Goldstein, Fernando Q. Gouvêa, Timothy Gowers, Andrew Granville, Ivor Grattan-Guinness, Jeremy Gray, Ben Green, Ian Grojnowski, Niccolò Guicciardini, Michael Harris, Ulf Hashagen, Nigel Higson, Andrew Hodges, F. E. A. Johnson, Mark Joshi, Kiran S. Kedlaya, Frank Kelly, Sergiu Klainerman, Jon Kleinberg, Israel Kleiner, Jacek Klinowski, Eberhard Knobloch, János Kollár, T. W. Körner, Michael Krivelevich, Peter D. Lax, Imre Leader, Jean-François Le Gall, W. B. R. Lickorish, Martin W. Liebeck, Jesper Lützen, Des MacHale, Alan L. Mackay, Shahn Majid, Lech Maligranda, David Marker, Jean Mawhin, Barry Mazur, Dusa McDuff, Colin McLarty, Bojan Mohar, Peter M. Neumann, Catherine Nolan, James Norris, Brian Osserman, Richard S. Palais, Marco Panza, Karen Hunger Parshall, Gabriel P. Paternain, Jeanne Peiffer, Carl Pomerance, Helmut Pulte, Bruce Reed, Michael C. Reed, Adrian Rice, Eleanor Robson, Igor Rodnianski, John Roe, Mark Ronan, Edward Sandifer, Tilman Sauer, Norbert Schappacher, Andrzej Schinzel, Erhard Scholz, Reinhard Siegmund-Schultze, Gordon Slade, David J. Spiegelhalter, Jacqueline Stedall, Arild Stubhaug, Madhu Sudan, Terence Tao, Jamie Tappenden, C. H. Taubes, Rüdiger Thiele, Burt Totaro, Lloyd N. Trefethen, Dirk van Dalen, Richard Weber, Dominic Welsh, Avi Wigderson, Herbert Wilf, David Wilkins, B. Yandell, Eric Zaslow, Doron Zeilberger",,,,,,,,,,,1034,,,,,,English,,,,,,9780691118802,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/08 18:10:10.285223007,,,,,,,GLumDwAAQBAJ,I,0,,
The Producer's Manual,,All You Need to Get Pro Recordings and Mixes in the Project Studio,,,Paul White,"White, Paul",,,,,,Sample Magic,,,2012,,,,Music,"(Book). Sound on Sound editor Paul White delivers the definitive guide to recording and mixing in the project studio. Featuring 350+ full-color pages packed with pro techniques, practical photos, detailed illustrations and hands-on walk-throughs, The Producer's Manual brings together everything you need to take a mix from initial recording to final master. From vocals and drums to guitars, bands, and acoustic instruments, this is all you need to get great recordings. Choose the right mic, review classic recording techniques, learn how to tame spill and get the most from performers. The book features 101-style in-depth guides to dynamics and compression, reverb, pitch correction, studio acoustics, monitoring, and more. You'll also learn how to master your own material when the budget doesn't stretch to professional mastering. The Producer's Manual is supplemented by tricks and insights gleaned from over 20 years in the industry and interviews with some of the biggest producers, including Tony Visconti, Alan Parsons, and many more.",,,,,,,,,,,352,,,,,,English,,,,,,9780956446015,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/07 23:47:25.414643049,,,,,,,up-FtgAACAAJ,C,0,,
The proud highway,,"saga of a desperate Southern gentleman, 1955-1967",,,"Hunter S. Thompson, Douglas Brinkley","Thompson, Hunter S.",,,,,,Villard,,1997/06/01,1997,,,,Journalists/ United States/ Correspondence,"Before there was Gonzo, there was just plain Hunter -- a precocious, earnest, and occasionally troublesome honor student in Louisville, Kentucky. Before there was Doctor Thompson, there was Airman Thompson -- the military's answer to Grantland Rice, protecting America by covering sports for his Florida base's newspaper. Before there wasFear and Loathing,there was Dow Jones -- that is, Thompson's early reportage for that company'sNational Observer, which raised the standard for hip and provocative foreign coverage. Before there wasRolling Stone, there were job applications everywhere -- in hopes of being hired by a paper, pretty much any paper, an obsession for the starving writer with expensive tastes in alcohol, nicotine, and room service. InThe Proud Highway, readers will find a Hunter S. Thompson they've imagined but never known. With the publication of these extraordinary letters, written from the time of his high school graduation in 1955 through the triumph of his first book,Hell's Angels, in 1966, critics and fans can finally trace the development and maturation of a singular talent, one of our era's most important voices. How Thompson changed the face of contemporary nonfiction -- and of America itself -- is the mesmerizing story ofThe Proud Highway.",,,,,,,,,,,683,,,,,,English,,,,,,9780679406952,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/08 18:29:33.449928045,,,,,,,OnlbAAAAMAAJ,J,0,,
The psychology of computer programming,,,,,Gerald M. Weinberg,"Weinberg, Gerald M.",,,,,,Van Nostrand Reinhold,,,1971,,,,Computers,"Programming as human performance; Reading programs; What makes a good program? How can we study programming? Programming as a social activity; The programming group; The programming team; The programming project; Programming as an individual activity; Variations in the programming task; Personality factors; Intelligence, or problem-solving ability; Motivation, training, and experience; Programming tools; Programming languages; Some principles for programming language design; Other programming tools.",,,,,,,,,,,288,,,,,,English,,,,,,9780442292645,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/09 10:01:49.912889003,,,,,,,jKBQAAAAMAAJ,R,0,,
The Pursuit of Perfection,,And How It Harms Writers,,,Kristine Kathryn Rusch,"Rusch, Kristine Kathryn",,,,,,WMG Publishing,,2013/02/28,2013,,,,,"In this WMG Writer's Guide, international bestselling author Kristine Kathryn Rusch discusses the destructive ways peer workshops and the quest for perfection derail many writers' careers. Listening to critics and academics-amateur and professional-often strips out the joy of writing. And a failure to recognize writing as a business furthers the potential damage. But Rusch offers hope for writers who have suffered at the hands of critique-external and internal-and outlines a path to healing.",,,,,,,,,,,62,,,,,,English,,,,,,9780615774282,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/08 15:36:52.784800052,,,,,,,nLMGmgEACAAJ,F,0,,
The Pyramid Principle,,Logic in Writing and Thinking,,,Barbara Minto,"Minto, Barbara",,,,,,Financial Times Prentice Hall,,,2009,,,,English language,"How many times have you written an email at work, read it back and found that it didn't make as much sense as you'd hoped? or worse, someone else has told you that they can't follow it. The Pyramid Principle will show you how to communicate your ideas clearly and succinctly. Barbara Minto reveals that the mind automatically sorts information into distinctive pyramidal groupings. However, if any group of ideas are arranged into a pyramid structure in the first place, not only will it save valuable time and effort to write, it will take even less effort to read and comprehend it. The Pyramid Principle explains how to: * think creatively, reason lucidly, and express ideas with clarity * define complex problems and establish the objectives of any document * assess your ideas and recognize their relative importance * structure your reasoning into a coherent and transparent argument * analyze your argument to confirm its effectiveness. The clear communication of ideas, whether to clients, colleagues or the management board, is a key factor in determining personal success. Applying the Pyramid Principle will enable you to present your thinking so clearly that the ideas move off the page and into the reader's mind with a minimum of effort and a maximum of effect. Bring your ideas to life!",,,,,,,,,,,177,,,,,,English,,,,,,9780273710516,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/08 17:29:46.840206027,,,,,,,cpUowkjMX_gC,H,0,,
The Quiet Canadian,,The Secret Service Story of Sir William Stephenson (Intrepid),,,Harford Montgomery Hyde,"Hyde, Harford Montgomery",,,,,,Constable,,,1989,,,,Biography,,,,,,,,,,,,255,,,,,,English,,,,,,9780094687806,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/09 10:54:37.462826967,,,,,,,E6OeOAAACAAJ,X,0,https://covers.openlibrary.org/b/id/8369666-L.jpg,
The Real World of Technology,,,,,Ursula M. Franklin,"Franklin, Ursula M.",,,,,,House of Anansi,,,1999,,,,Business & Economics,"In this expanded edition of her bestselling 1989 CBC Massey Lectures, renowned Canadian scientist and humanitarian Ursula M. Franklin examines the impact of technology upon our lives and addresses the extraordinary changes in the bit sphere since The Real World of Technology was first published. In four new chapters, Franklin tackles contentious issues, such as the dilution of privacy and intellectual property rights, the impact of the current technology on government and governance, the shift from consumer capitalism to investment capitalism, and the influence of the Internet upon the craft of writing.",,,,,,,,,,,209,,,,,,English,,,,,,9780887846366,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/08 22:23:13.426406979,,,,,,,LziQT3YS_2sC,M,0,,
The Rebel,,An Essay on Man in Revolt,,,Albert Camus,"Camus, Albert",,,,,,Vintage Books,,,1991,,,,Philosophy,"By one of the most profoundly influential thinkers of our century, The Rebel is a classic essay on revolution. For Albert Camus, the urge to revolt is one of the ""essential dimensions"" of human nature, manifested in man's timeless Promethean struggle against the conditions of his existence, as well as the popular uprisings against established orders throughout history. And yet, with an eye toward the French Revolution and its regicides and deicides, he shows how inevitably the course of revolution leads to tyranny. As old regimes throughout the world collapse, The Rebel resonates as an ardent, eloquent, and supremely rational voice of conscience for our tumultuous times.  Translated from the French by Anthony Bower.",,,,,,,,,,,306,,,,,,English,,,,,,9780679733843,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/08 02:09:06.286687016,,,,,,,q6L0Ria0P0wC,E,0,,
The Remains of the Day,,,,,Kazuo Ishiguro,"Ishiguro, Kazuo",,,,,,Everyman's Library,,,2012,,,,,"In the summer of 1956, Stevens, the ageing butler of Darlington Hall, embarks on a leisurely holiday that will take him deep into the English countryside and into his past . . . A haunting tale of lost causes and lost love, The Remains of the Day, winner of the Booker Prize, contains Ishiguro's now celebrated evocation of life between the wars in a Great English House - within its walls can be heard ever more distinct echoes of the violent upheavals spreading across Europe.",,,,,,,,,,,264,,,,,,English,,,,,,9781841593494,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/08 22:23:13.447113990,,,,,,,EPwHLgEACAAJ,M,0,,
The Rhetoric of Aristotle,,An Expanded Translation with Supplementary Examples for Students of Composition and Public Speaking,,,Aristotle,Aristotle,,,,,,D. Appleton,,,1932,,,,Philosophy,"This translation of Aristotle's work is accompanied by an introduction, an analysis of the treatise, quotations from famous speeches illustrative of Aristotle's precepts, and a list of useful and handy reference books.",,,,,,,,,,,259,,,,,,English,,,,,,9780137806928,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/09 10:30:12.668179988,,,,,,,wDxZAAAAMAAJ,U,0,,
The Road,,,,,Cormac McCarthy,"McCarthy, Cormac",,,,,,Vintage Books,,,2006,,,,Fiction,"NATIONAL BESTSELLERPULITZER PRIZE WINNER National Book Critic's Circle Award FinalistA New York Times Notable BookOne of the Best Books of the YearThe Boston Globe, The Christian Science Monitor, The Denver Post, The Kansas City Star, Los Angeles Times, New York, People, Rocky Mountain News, Time, The Village Voice, The Washington PostThe searing, postapocalyptic novel destined to become Cormac McCarthy's masterpiece.A father and his son walk alone through burned America. Nothing moves in the ravaged landscape save the ash on the wind. It is cold enough to crack stones, and when the snow falls it is gray. The sky is dark. Their destination is the coast, although they don't know what, if anything, awaits them there. They have nothing; just a pistol to defend themselves against the lawless bands that stalk the road, the clothes they are wearing, a cart of scavenged food—and each other.The Road is the profoundly moving story of a journey. It boldly imagines a future in which no hope remains, but in which the father and his son, ""each the other's world entire,"" are sustained by love. Awesome in the totality of its vision, it is an unflinching meditation on the worst and the best that we are capable of: ultimate destructiveness, desperate tenacity, and the tenderness that keeps two people alive in the face of total devastation.",,,,,,,,,,,287,,,,,,English,,,,,,9780307387899,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/08 22:41:57.752181053,,,,,,,JHpEzx0BpHMC,N,0,,
The Ruy Lopez Revisited,,Offbeat Weapons & Unexplored Resources,,,Ivan Sokolov,"Sokolov, Ivan",,,,,,New in Chess,,,2009,,,,Games & Activities,"The Ruy Lopez (or Spanish Opening) is one of the oldest and most important chess openings, popular with amateurs as well as professional players. Grandmaster Ivan Sokolov presents bold, but very playable, off-beat weapons for Black, as well as dynamic new ideas and refutations in many main-line variations, for both Black and White. An accessible and inspirational book book by world-famous Ivan Sokolov who, in his rich career, has beaten world champions Kasparov, Kramnik and Anand. Much useful material for aspiring club players, said British Chess Magazine about Sokolov's previous book - 'Winning Chess Middlegames'.",,,,,,,,,,,271,,,,,,English,,,,,,9789056912970,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/08 18:10:10.224956035,,,,,,,d71hPgAACAAJ,I,0,,
The Secret Adversary,,A Tommy and Tuppence Mystery,,,Agatha Christie,"Christie, Agatha",,,,,,Courier Dover Publications,,2017/02/27,2017,,,,Fiction,"""Two young adventurers for hire. Willing to do anything, go anywhere. Pay must be good. No reasonable offer refused.""With that bold declaration, Thomas ""Tommy"" Beresford and Prudence ""Tuppence"" Cowley launch their career as sleuths. The childhood chums, newly reunited in London during the lean years after the Great War, are immediately swept up in a series of thrilling escapades as they search for a secret treaty in the hands of a survivor of the shipwrecked Lusitania. Witty banter highlights their tale of adventure, courage, and suspense, populated by a colorful cast ranging from an American millionaire and a British Intelligence agent to a ring of Bolshevist conspirators headed by a criminal mastermind.Agatha Christie published The Secret Adversary in 1922 after the success of her very first book, TheMysterious Affair at Styles, which introduced Hercule Poirot. With stolid Tommy and lively Tuppence, Christie created a pair of fan favorites to whom she returned throughout her career; the fun-loving duo appear in three other novels and a collection of short stories, and their exploits have been adapted for stage and screen. The beloved characters' debut offers a light-hearted romp that also recaptures the spirit of its age, as postwar England hovered on the brink of monumental change.",,,,,,,,,,,240,,,,,,English,,,,,,9780486820743,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/08 17:13:35.843698024,,,,,,,-hQ6DgAAQBAJ,H,0,,
The Secret Life of Salvador Dali,,,,,"Salvador Dalí, Haakon M. Chevalier","Dalí, Salvador",,,,,,Courier Corporation,,1993/01/01,1993,,,,Art,"Painter, designer, and filmmaker Salvador Dalí (1904–1989) was one of the most colorful and controversial figures in 20th-century art. A pioneer of Surrealism, he was both praised and reviled for the subconscious imagery he projected into his paintings, which he sometimes referred to as ""hand-painted dream photographs."" This early autobiography, which takes him through his late thirties, is as startling and unpredictable as his art. It is superbly illustrated with over 80 photographs of Dalí and his works, and scores of Dalí drawings and sketches. On its first publication, the reviewer of Books observed: ""It is impossible not to admire this painter as writer. As a whole, he . . . communicates the snobbishness, self-adoration, comedy, seriousness, fanaticism, in short the concept of life and the total picture of himself he sets out to portray."" Dalí's flamboyant self-portrait begins with his earliest recollections and ends at the pinnacle of his earliest successes. His tantalizing chapter titles and headnotes — among them ""Intra-Uterine Memories,"" ""Apprenticeship to Glory,"" ""Permanent Expulsion from the School of Fine Arts,"" ""Dandyism and Prison,"" ""I am Disowned by my Family,"" ""My Participation and my Position in the Surrealist Revolution,"" and ""Discovery of the Apparatus for Photographing Thought"" — only hint at the compelling revelations to come. Here are fascinating glimpses of the brilliant, ambitious, and relentlessly self-promoting artist who designed theater sets, shop interiors, and jewelry as readily as he made surrealistic paintings and films. Here is the mind that could envision and create with great technical virtuosity images of serene Raphaelesque beauty one moment and nightmarish landscapes of soft watches, burning giraffes, and fly-covered carcasses the next. For anyone interested in 20th-century art and one of its most gifted and charismatic figures, The Secret Life of Salvador Dalí is must reading.",,,,,,,,,,,400,,,,,,English,,,,,,9780486274546,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/08 02:09:06.303310036,,,,,,,9Y5HndNxmtYC,E,0,,
The Secrets of Consulting,,A Guide to Giving & Getting Advice Successfully,,,Gerald M. Weinberg,"Weinberg, Gerald M.",,,,,,Dorset House Pub.,,,1985,,,,Business & Economics,"If you are a consultant, ever use one, or want to be one, this book will show you how to succeed.With wit, charm, humor, and wisdom, Gerald M. Weinberg shows you exactly how to become a more effective consultant. He reveals specific techniques and strategies that really work.Through the use of vividly memorable rules, laws, and principles -- such as The Law of Raspberry Jam, The Potato Chip Principle, and Lessons from the Farm -- the author shows you how to-- price and market your services-- avoid traps and find alternative approaches-- keep ahead of your clients-- create a special ""consultant's survival kit""-- trade improvement for perfection-- negotiate in difficult situations-- measure your effectiveness-- be yourselfYou will also find straightforward advice on marketing your services, including how to-- find clients-- get needed exposure-- set just-right fees-- gain trustThe Secrets of Consulting -- techniques, strategies, and first-hand experiences -- all that you'll need to set up, run, and be successful at your own consulting business.",,,,,,,,,,,228,,,,,,English,,,,,,9780932633019,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/09 09:16:50.500602006,,,,,,,Sfj6R7OvCDMC,P,0,,
The Secrets of House Music Production,,A Reference Manual from Sample Magic,,,Marc Adamo,"Adamo, Marc",,,,,,Sample Magic,,,2010,,,,Music,"(Book). After four years producing award-winning sample collections, Sample Magic shares the secrets of house music production in this 144-page full-color book packed with hundreds of walk-throughs, hints, tips and insights from some of the biggest names in the industry. All parts of the production process are covered, including: making beats, drum sounds, bass lines, structure, instrumentals, FX, mixing, vocals, mastering, remixes, programming ideas and more. Every style of house is covered, from minimal to tribal, electro to progressive, soulful to jackin'. In-depth tutorials reveal the tricks of the pros, with step-by-step tutorials using Logic, Cubase and Ableton. A bonus DVD includes 600+MB of exclusive samples to get you started. Written by Marc Adamo ( DJ Magazine , Future Music ) with contributions from Wolfgang Gartner, Way Out West, Sharooz and a foreword by Mark Knight, this is the first time the secrets of house music have ever been fully revealed.",,,,,,,,,,,145,,,,,,English,,,,,,9780956446008,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/08 00:55:20.560073018,,,,,,,sVD2tgAACAAJ,D,0,,
The Secrets of Story,,Innovative Tools for Perfecting Your Fiction and Captivating Readers,,,Matt Bird,"Bird, Matt",,,,,,"F&W Media, Incorporated",,,2016,,,,Reference,"You''ve just boarded a plane. You''ve loaded your phone with your favorite podcasts, but before you can pop in your earbuds, disaster strikes: The guy in the next seat starts telling you all about something crazy that happened to him--in great detail. This is the unwelcome storyteller, trying to convince a reluctant audience to care about his story.  We all hate that guy, right? But when you tell a story (any kind of story: a novel, a memoir, a screenplay, a stage play, a comic, or even a cover letter), you become the unwelcome storyteller.  So how can you write a story that audiences will embrace? The answer is simple: Remember what it feels like to be that jaded audience. Tell the story that would win you over, even if you didn''t want to hear it.  The Secrets of Story provides comprehensive, audience-focused strategies for becoming a master storyteller. Armed with the Ultimate Story Checklist, you can improve every aspect of your fiction writing with incisive questions like these:  Concept: Is the one-sentence description of your story uniquely appealing? Character: Can your audience identify with your hero? Structure and Plot: Is your story ruled by human nature? Scene Work: Does each scene advance the plot and reveal character through emotional reactions? Dialogue: Is your characters'' dialogue infused with distinct personality traits and speech patterns based on their lives and backgrounds? Tone: Are you subtly setting, resetting, and upsetting expectations? Theme: Are you using multiple ironies throughout the story to create meaning?  To succeed in the world of fiction and film, you have to work on every aspect of your craft and satisfy your audience. Do both--and so much more--with The Secrets of Story.  ""Matt Bird is a certifiable writing-craft genius."" --Cheryl Klein, Senior Editor at Arthur A. Levine Books  ""What makes this book valuable is how practical Bird is with his advice--every chapter is full of craft tricks and little insights that help take a moment from ''good enough'' to ''great!'' Consider his ''one-touch rule,'' which can instantly add focus and shape to even the smallest scene. This book is full of real tools for real storytellers."" --Jonathan Auxier, author of The Night Gardener  ""The Ultimate Story Checklist is the clearest road map I''ve seen for helping writers get to what makes a compelling story. I''ve been sharing Matthew''s guide with writers for years."" --Andrew Harwell, author of The Spider Ring  ""Matt Bird has cracked the code on how satisfying stories work. His insights will sharpen your plots, freshen your characters, and liberate your imagination. I always come away from reading Matt Bird feeling inspired and invigorated."" --James Kennedy, author of The Order of Odd Fish  ""Bird''s advice raises the bar and encourages ''writing greatness.'' It''s rare to find such clear and insightful tips about working at the most advanced end of the craft."" --Elizabeth Fama, author of Monstrous Beauty  ""After I followed Matt Bird''s writing advice, I received an offer of representation from an agent who called my manuscript ''masterfully structured.'' It''s a testament to how helpful Bird''s advice has been--I''ve learned more from him than from any other book about writing, and certainly more than from taking any writing class."" --Parker Peevyhouse, author of Where Futures End  ""Matt Bird''s blog is possibly my favorite resource on storytelling, maybe even more than Robert McKee''s Story. It''s really insightful on story structure--detailed without being too rigid, and with a keen appreciation for both big blockbusters and smaller stories."" --Emily Horner, author of A Love Story Starring My Dead Best Friend",,,,,,,,,,,360,,,,,,English,,,,,,9781440348235,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/08 02:09:06.331475973,,,,,,,U-RHuQEACAAJ,E,0,,
The Selected Essays of Gore Vidal,,,,,Gore Vidal,"Vidal, Gore",,,,,,Doubleday,,,2008,,,,Literary Collections,"Gore Vidal—novelist, playwright, critic, screenwriter, memoirist, indefatigable political commentator, and controversialist—is America's premier man of letters. No other living writer brings more sparkling wit, vast learning, indelible personality, and provocative mirth to the job of writing an essay. This long-needed volume comprises some twenty-four of his forays into criticism, reviewing, political commentary, memoir, portraiture, and, occasionally, unfettered score settling. Among them are such classics as ""The Top Ten Best-Sellers,"" “Dawn Powell: The American Writer,” “Theodore Roosevelt: An American Sissy,"" ""Pornography,"" and ""The Second American Revolution.” Edited and introduced by Gore Vidal's literary executor, Jay Parini, it will stand as one of the most enjoyable and durable works from the hand and mind of this vastly accomplished and entertaining immortal of American literature.",,,,,,,,,,,458,,,,,,English,,,,,,9780385524841,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/08 19:36:51.202759027,,,,,,,DnvFwAEACAAJ,K,0,,
